CustomerID,Churn,Recency,Frequency,TotalSpent,TotalItems,UniqueProducts,AvgOrderValue,AvgDaysBetweenPurchases,StdDaysBetweenPurchases,AvgBasketSize,MaxBasketSize,CustomerLifetimeDays,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
16444,0,3,3,515.9,307,58,171.96666666666667,2.4705882352941178,14.530945453349476,102.33333333333333,203,172,4,3,3,10,Champions
16446,1,113,1,2.9,2,2,2.9,0.0,0.0,2.0,2,113,2,1,1,4,At Risk
16447,1,43,1,162.31,77,31,162.31,0.0,0.0,77.0,77,43,3,1,1,5,At Risk
16448,1,106,1,182.99,76,19,182.99,0.0,0.0,76.0,76,106,2,1,1,4,At Risk
16449,1,105,2,707.69,367,40,353.845,2.1025641025641026,13.130508612017145,183.5,237,188,2,2,3,7,Potential
16450,1,57,1,311.92,200,11,311.92,0.0,0.0,200.0,200,57,3,1,2,6,Potential
16455,0,2,6,1323.38,756,48,220.56333333333336,3.9285714285714284,18.853609525300595,126.0,196,279,4,4,4,12,Champions
16456,1,7,5,1448.88,805,79,289.776,2.7474747474747474,15.998943481918458,161.0,216,281,4,4,4,12,Champions
16457,1,126,1,161.56,68,8,161.56,0.0,0.0,68.0,68,126,2,1,1,4,At Risk
16458,0,14,11,2151.5,1360,43,195.5909090909091,1.8863636363636365,7.3283385193743245,123.63636363636364,202,268,4,4,4,12,Champions
16461,1,85,1,142.92,48,31,142.92,0.0,0.0,48.0,48,85,2,1,1,4,At Risk
16462,0,93,2,68.0,8,1,34.0,98.0,0.0,4.0,4,191,2,2,1,5,At Risk
16463,0,112,1,319.37,179,19,319.37,0.0,0.0,179.0,179,112,2,1,2,5,At Risk
16464,0,50,1,358.85,226,86,358.85,0.0,0.0,226.0,226,50,3,1,2,6,Potential
16466,0,11,5,969.39,457,67,193.878,2.1363636363636362,11.465271718995002,91.4,129,200,4,4,3,11,Champions
16469,0,154,2,268.3,111,52,134.15,0.0,0.0,55.5,67,154,1,2,2,5,At Risk
16470,0,23,3,501.81,274,81,167.27,2.630434782608696,18.903291992680405,91.33333333333333,104,266,4,3,3,10,Champions
16471,1,182,1,223.95000000000002,141,13,223.95000000000002,0.0,0.0,141.0,141,182,1,1,2,4,At Risk
16473,1,72,3,316.11,196,18,105.37,10.058823529411764,31.189883352289275,65.33333333333333,79,244,3,3,2,8,Loyal
16474,0,53,1,341.35,193,82,341.35,0.0,0.0,193.0,193,53,3,1,2,6,Potential
16475,0,51,3,417.70000000000005,254,22,139.23333333333335,5.16,22.341441314293043,84.66666666666667,192,181,3,3,2,8,Loyal
16477,0,39,6,1999.26,1099,96,333.21,1.9833333333333334,10.556756037685803,183.16666666666666,229,279,3,4,4,11,Champions
16483,1,100,1,139.35,44,19,139.35,0.0,0.0,44.0,44,100,2,1,1,4,At Risk
16484,1,81,2,404.3,200,25,202.15,0.7083333333333334,3.4701104689428357,100.0,152,98,2,2,2,6,Potential
16488,0,22,2,271.69,243,18,135.845,1.9411764705882353,8.003675626198989,121.5,122,56,4,2,2,8,Loyal
16493,0,81,3,616.21,430,19,205.40333333333334,5.961538461538462,23.09368878153643,143.33333333333334,234,237,2,3,3,8,Loyal
16494,1,204,1,723.9300000000001,543,44,723.9300000000001,0.0,0.0,543.0,543,204,1,1,3,5,At Risk
16495,0,184,2,205.71,118,31,102.855,0.0,0.0,59.0,117,184,1,2,1,4,At Risk
16496,0,115,2,1147.72,700,69,573.86,1.6029411764705883,13.218191564480149,350.0,366,224,2,2,4,8,Loyal
16497,0,111,5,1550.7,789,82,310.14,1.5,8.850058158665664,157.8,454,241,2,4,4,10,Champions
16498,1,69,2,100.97,45,15,50.485,0.0,0.0,22.5,42,70,3,2,1,6,Potential
16499,1,268,2,365.45,127,18,182.725,0.2222222222222222,0.9428090415820632,63.5,68,272,1,2,2,5,At Risk
16500,0,238,1,165.0,1,1,165.0,0.0,0.0,1.0,1,238,1,1,1,3,Lost
16503,1,14,4,1431.93,569,71,357.9825,3.036144578313253,17.454083164142233,142.25,219,268,4,3,4,11,Champions
16509,1,204,1,363.70000000000005,64,13,363.70000000000005,0.0,0.0,64.0,64,204,1,1,2,4,At Risk
16510,1,280,1,248.1,92,13,248.1,0.0,0.0,92.0,92,280,1,1,2,4,At Risk
16511,0,52,2,518.9,195,82,259.45,1.2736842105263158,12.414338060230367,97.5,118,174,3,2,3,8,Loyal
16515,0,58,3,862.52,382,61,287.50666666666666,2.4242424242424243,14.100802602427779,127.33333333333333,156,219,3,3,3,9,Loyal
16517,1,185,1,162.70000000000002,96,17,162.70000000000002,0.0,0.0,96.0,96,185,1,1,1,3,Lost
16518,0,192,1,130.7,76,10,130.7,0.0,0.0,76.0,76,192,1,1,1,3,Lost
16519,0,273,1,103.7,24,5,103.7,0.0,0.0,24.0,24,273,1,1,1,3,Lost
16520,1,94,3,1046.57,558,129,348.8566666666666,1.1483870967741936,10.92346072153406,186.0,217,273,2,3,3,8,Loyal
16523,0,3,13,3904.95,1659,84,300.3807692307692,1.4861111111111112,6.032529663533711,127.61538461538461,309,223,4,4,4,12,Champions
16525,0,7,21,4910.99,1213,41,233.85666666666665,2.8351648351648353,6.429556294115026,57.76190476190476,102,274,4,4,4,12,Champions
16526,1,79,1,290.36,106,15,290.36,0.0,0.0,106.0,106,79,2,1,2,5,At Risk
16529,1,98,1,455.25,198,30,455.25,0.0,0.0,198.0,198,98,2,1,2,5,At Risk
16531,0,35,4,673.85,459,39,168.4625,5.523809523809524,26.533217189060547,114.75,165,268,3,3,3,9,Loyal
16536,1,18,1,548.12,250,49,548.12,0.0,0.0,250.0,250,18,4,1,3,8,Loyal
16539,0,127,3,1053.61,421,34,351.2033333333333,4.135135135135135,22.75248724152319,140.33333333333334,301,281,2,3,3,8,Loyal
16545,1,72,1,101.7,30,2,101.7,0.0,0.0,30.0,30,72,3,1,1,5,At Risk
16546,1,198,2,604.75,389,21,302.375,4.05,18.112150617748295,194.5,273,280,1,2,3,6,Potential
16549,0,32,2,719.16,441,130,359.58,1.5,17.748239349298853,220.5,385,242,3,2,3,8,Loyal
16550,1,16,5,2253.25,1240,160,450.65,1.0445344129554657,9.694628074447191,248.0,278,276,4,4,4,12,Champions
16551,1,3,3,525.88,370,21,175.29333333333332,10.434782608695652,43.21597567288841,123.33333333333333,137,244,4,3,3,10,Champions
16552,1,150,2,351.89,123,15,175.945,9.285714285714286,34.743961448615174,61.5,84,281,2,2,2,6,Potential
16553,1,113,6,1189.74,404,26,198.29,5.275862068965517,14.050664833594523,67.33333333333333,96,268,2,4,4,10,Champions
16554,0,130,2,314.11,129,21,157.055,5.45,24.373140954747704,64.5,128,239,2,2,2,6,Potential
16555,0,17,1,151.98000000000002,90,9,151.98000000000002,0.0,0.0,90.0,90,17,4,1,1,6,Potential
16556,0,13,6,2474.77,1310,111,412.46166666666664,1.5949367088607596,9.004625827967601,218.33333333333334,362,268,4,4,4,12,Champions
16557,0,45,1,101.15,13,6,101.15,0.0,0.0,13.0,13,45,3,1,1,5,At Risk
16558,0,0,14,4416.01,2672,160,315.42928571428575,0.9711191335740073,5.038176341142836,190.85714285714286,423,274,4,4,4,12,Champions
16560,0,266,1,332.18,169,20,332.18,0.0,0.0,169.0,169,266,1,1,2,4,At Risk
16565,1,272,1,35.7,6,2,35.7,0.0,0.0,6.0,6,272,1,1,1,3,Lost
16566,0,78,3,279.4,80,7,93.13333333333333,20.166666666666668,39.610183875698766,26.666666666666668,42,200,2,3,2,7,Potential
16567,1,102,2,593.2,336,28,296.6,5.2592592592592595,27.327912741642283,168.0,236,244,2,2,3,7,Potential
16570,0,35,6,1474.03,799,47,245.67166666666665,2.859375,11.365315081631563,133.16666666666666,241,219,3,4,4,11,Champions
16571,0,84,2,818.55,627,49,409.275,2.0588235294117645,14.702940882294104,313.5,315,189,2,2,3,7,Potential
16572,1,35,3,1009.6,532,40,336.53333333333336,2.642857142857143,16.82036489867789,177.33333333333334,202,183,3,3,3,9,Loyal
16573,0,198,1,292.63,111,16,292.63,0.0,0.0,111.0,111,198,1,1,2,4,At Risk
16581,1,90,1,105.84,134,9,105.84,0.0,0.0,134.0,134,90,2,1,1,4,At Risk
16582,1,21,1,50.099999999999994,68,4,50.099999999999994,0.0,0.0,68.0,68,21,4,1,1,6,Potential
16583,1,281,1,233.45,111,14,233.45,0.0,0.0,111.0,111,281,1,1,2,4,At Risk
16584,0,162,1,437.34000000000003,190,12,437.34000000000003,0.0,0.0,190.0,190,162,1,1,2,4,At Risk
16586,1,156,1,463.95,95,8,463.95,0.0,0.0,95.0,95,156,1,1,2,4,At Risk
16587,1,140,1,225.15,71,13,225.15,0.0,0.0,71.0,71,140,2,1,2,5,At Risk
16589,0,14,2,214.68,156,13,107.34,3.857142857142857,14.432107063270916,78.0,112,69,4,2,1,7,Potential
16592,0,44,10,2048.19,1539,101,204.81900000000002,1.2113821138211383,7.042321748904072,153.9,581,195,3,4,4,11,Champions
16593,0,97,1,185.9,37,19,185.9,0.0,0.0,37.0,37,97,2,1,1,4,At Risk
16596,0,274,1,120.65,47,6,120.65,0.0,0.0,47.0,47,274,1,1,1,3,Lost
16598,1,193,1,145.05,73,10,145.05,0.0,0.0,73.0,73,193,1,1,1,3,Lost
16600,0,161,2,190.9,224,15,95.45,6.071428571428571,22.71720556255607,112.0,134,246,1,2,1,4,At Risk
16607,0,37,9,2020.14,1306,84,224.46,2.329896907216495,9.851735939971586,145.11111111111111,395,266,3,4,4,11,Champions
16609,0,43,5,2682.6800000000003,1173,102,536.5360000000001,0.7631578947368421,5.020140683109928,234.6,342,160,3,4,4,11,Champions
16610,1,127,1,75.66,66,6,75.66,0.0,0.0,66.0,66,127,2,1,1,4,At Risk
16611,1,94,1,129.49,47,9,129.49,0.0,0.0,47.0,47,94,2,1,1,4,At Risk
16612,0,27,3,870.3000000000001,394,42,290.1,3.84,19.885755336575034,131.33333333333334,197,219,4,3,3,10,Champions
16614,1,90,1,506.19,223,26,506.19,0.0,0.0,223.0,223,90,2,1,3,6,Potential
16616,0,65,1,210.10000000000002,110,11,210.10000000000002,0.0,0.0,110.0,110,65,3,1,1,5,At Risk
16617,1,143,1,91.85,43,4,91.85,0.0,0.0,43.0,43,143,2,1,1,4,At Risk
16618,0,118,4,965.85,435,41,241.4625,2.466666666666667,11.676705637526988,108.75,324,230,2,3,3,8,Loyal
16619,1,171,1,226.21,133,14,226.21,0.0,0.0,133.0,133,171,1,1,2,4,At Risk
16620,0,168,1,95.75999999999999,48,5,95.75999999999999,0.0,0.0,48.0,48,168,1,1,1,3,Lost
16621,0,55,3,609.41,187,17,203.13666666666666,6.142857142857143,19.432667635416696,62.333333333333336,95,185,3,3,3,9,Loyal
16623,1,153,1,129.45000000000002,39,5,129.45000000000002,0.0,0.0,39.0,39,153,1,1,1,3,Lost
16624,0,105,1,282.83,108,19,282.83,0.0,0.0,108.0,108,105,2,1,2,5,At Risk
16625,1,182,1,333.08,164,23,333.08,0.0,0.0,164.0,164,182,1,1,2,4,At Risk
16626,0,21,7,1949.46,856,71,278.4942857142857,1.5894736842105264,8.988757442402294,122.28571428571429,359,174,4,4,4,12,Champions
16628,0,14,4,1619.8400000000001,844,64,404.96000000000004,1.4767441860465116,9.476567688636996,211.0,256,142,4,3,4,11,Champions
16629,0,4,1,198.64,128,44,198.64,0.0,0.0,128.0,128,4,4,1,1,6,Potential
16633,0,22,3,1108.26,415,51,369.42,1.9833333333333334,10.836991994101774,138.33333333333334,177,142,4,3,4,11,Champions
16634,1,130,2,217.9,82,9,108.95,18.625,52.67945519839779,41.0,64,280,2,2,1,5,At Risk
16637,0,31,2,502.71,255,28,251.355,3.5172413793103448,18.94092449405929,127.5,163,133,3,2,3,8,Loyal
16638,0,7,9,1388.82,791,75,154.31333333333333,3.533333333333333,17.56942471126146,87.88888888888889,304,276,4,4,4,12,Champions
16639,0,114,2,471.15000000000003,159,19,235.57500000000002,1.5263157894736843,6.6530562822462915,79.5,112,143,2,2,2,6,Potential
16641,1,13,1,140.38,64,8,140.38,0.0,0.0,64.0,64,13,4,1,1,6,Potential
16642,0,115,1,276.53000000000003,83,14,276.53000000000003,0.0,0.0,83.0,83,115,2,1,2,5,At Risk
16643,1,153,1,446.71,221,26,446.71,0.0,0.0,221.0,221,153,1,1,2,4,At Risk
16644,1,85,2,833.78,826,62,416.89,0.5573770491803278,4.3532539177184635,413.0,751,120,2,2,3,7,Potential
16647,1,77,2,174.22,98,12,87.11,2.9166666666666665,10.103629710818451,49.0,65,112,2,2,1,5,At Risk
16652,0,17,5,2776.63,709,42,555.326,2.793103448275862,14.369507946366488,141.8,397,181,4,4,4,12,Champions
16654,1,49,4,529.87,198,27,132.4675,8.692307692307692,28.31927856534376,49.5,63,276,3,3,3,9,Loyal
16655,0,39,3,1847.03,985,124,615.6766666666666,1.474074074074074,13.284391935611875,328.3333333333333,521,239,3,3,4,10,Champions
16656,0,3,10,1126.28,302,7,112.628,12.571428571428571,19.49761890224401,30.2,54,272,4,4,4,12,Champions
16657,0,56,2,392.29,447,110,196.145,0.8677685950413223,9.545454545454545,223.5,294,162,3,2,2,7,Potential
16658,1,276,1,123.24,40,8,123.24,0.0,0.0,40.0,40,276,1,1,1,3,Lost
16659,1,97,1,20.4,24,1,20.4,0.0,0.0,24.0,24,97,2,1,1,4,At Risk
16660,0,227,1,37.8,36,2,37.8,0.0,0.0,36.0,36,227,1,1,1,3,Lost
16665,1,270,1,83.2,23,8,83.2,0.0,0.0,23.0,23,270,1,1,1,3,Lost
16667,0,192,1,200.4,77,20,200.4,0.0,0.0,77.0,77,192,1,1,1,3,Lost
16668,0,24,5,246.36,210,9,49.272000000000006,11.066666666666666,21.38245832006984,42.0,84,192,4,4,2,10,Champions
16670,0,14,8,3131.61,1888,144,391.45125,1.263959390862944,8.222751572734877,236.0,458,266,4,4,4,12,Champions
16672,0,7,14,4503.5,1250,19,321.67857142857144,2.0779220779220777,5.318206647096057,89.28571428571429,280,174,4,4,4,12,Champions
16674,0,6,1,115.1,61,33,115.1,0.0,0.0,61.0,61,6,4,1,1,6,Potential
16676,0,121,3,1098.5,412,58,366.1666666666667,1.9523809523809523,13.281600869585944,137.33333333333334,204,245,2,3,3,8,Loyal
16678,0,6,8,1715.98,1178,75,214.4975,1.7745098039215685,7.328105211782404,147.25,238,190,4,4,4,12,Champions
16679,1,274,1,129.75,29,3,129.75,0.0,0.0,29.0,29,274,1,1,1,3,Lost
16681,0,52,4,744.44,412,13,186.11,4.863636363636363,14.122914357763058,103.0,148,161,3,3,3,9,Loyal
16682,0,0,3,367.58,214,10,122.52666666666666,8.545454545454545,20.82481037783363,71.33333333333333,94,95,4,3,2,9,Loyal
16684,0,46,9,2223.24,388,17,247.02666666666664,9.434782608695652,19.27038728430118,43.111111111111114,84,266,3,4,4,11,Champions
16686,0,6,6,2274.54,1392,324,379.09,0.6159420289855072,6.3767766422621,232.0,391,263,4,4,4,12,Champions
16690,0,109,1,86.5,46,5,86.5,0.0,0.0,46.0,46,109,2,1,1,4,At Risk
16692,1,164,2,158.5,2,2,79.25,32.0,0.0,1.0,1,197,1,2,1,4,At Risk
16693,0,179,1,153.41,50,21,153.41,0.0,0.0,50.0,50,179,1,1,1,3,Lost
16696,1,43,4,657.9,146,7,164.475,12.333333333333334,23.388031127053,36.5,90,156,3,3,3,9,Loyal
16697,1,149,1,112.75,27,20,112.75,0.0,0.0,27.0,27,149,2,1,1,4,At Risk
16700,0,29,10,4062.35,3130,141,406.235,0.9601593625498008,5.34250937055818,313.0,447,274,3,4,4,11,Champions
16701,0,37,10,1579.36,667,47,157.93599999999998,4.163636363636364,11.116826812712267,66.7,149,269,3,4,4,11,Champions
16705,0,6,10,5493.17,1400,66,549.317,2.031496062992126,10.415142370662766,140.0,368,266,4,4,4,12,Champions
16706,0,6,2,411.55,220,98,205.775,0.14563106796116504,1.47799391724644,110.0,165,22,4,2,2,8,Loyal
16709,0,107,4,1899.15,389,40,474.7875,1.7234042553191489,8.316306997228722,97.25,231,189,2,3,4,9,Loyal
16710,0,46,7,1803.58,1285,214,257.6542857142857,0.7676767676767676,6.92209781536191,183.57142857142858,325,276,3,4,4,11,Champions
16711,0,48,2,383.55,85,6,191.775,26.833333333333332,65.72797476468195,42.5,77,210,3,2,2,7,Potential
16712,0,3,8,2420.15,1079,170,302.51875,0.6116838487972509,4.607011251572711,134.875,214,184,4,4,4,12,Champions
16713,0,23,11,3889.77,2000,236,353.61545454545455,0.6218274111675127,4.889270665900751,181.8181818181818,396,274,4,4,4,12,Champions
16714,1,126,3,1129.06,589,77,376.3533333333333,1.1395348837209303,10.567611773936965,196.33333333333334,587,225,2,3,4,9,Loyal
16716,1,174,1,166.8,24,1,166.8,0.0,0.0,24.0,24,174,1,1,1,3,Lost
16717,0,3,4,1559.66,756,78,389.915,3.0224719101123596,21.556467879886732,189.0,287,274,4,3,4,11,Champions
16718,1,277,1,565.73,311,39,565.73,0.0,0.0,311.0,311,277,1,1,3,5,At Risk
16719,0,56,5,1261.2,629,84,252.24,1.588235294117647,9.812667993927105,125.8,186,276,3,4,4,11,Champions
16721,1,170,1,292.47,172,37,292.47,0.0,0.0,172.0,172,170,1,1,2,4,At Risk
16722,0,7,10,2391.1,2062,76,239.10999999999999,2.0384615384615383,9.756257261589774,206.2,302,276,4,4,4,12,Champions
16723,0,15,1,326.44,181,32,326.44,0.0,0.0,181.0,181,15,4,1,2,7,Potential
16725,1,210,7,744.83,256,109,106.40428571428572,0.46853146853146854,2.7675285048958775,36.57142857142857,68,279,1,4,3,8,Loyal
16726,0,104,4,766.72,476,70,191.68,1.7157894736842105,11.977517199030837,119.0,246,269,2,3,3,8,Loyal
16727,1,272,1,256.32,167,41,256.32,0.0,0.0,167.0,167,272,1,1,2,4,At Risk
16728,0,74,3,548.31,320,113,182.76999999999998,0.6879432624113475,6.303213184868548,106.66666666666667,160,172,3,3,3,9,Loyal
16729,0,7,17,4949.59,3325,137,291.1523529411765,0.3191489361702128,1.9385799351507906,195.58823529411765,379,149,4,4,4,12,Champions
16730,0,142,2,392.26,460,31,196.13,2.8,15.336231610144651,230.0,255,227,2,2,2,6,Potential
16734,0,22,2,252.41,68,26,126.205,0.0,0.0,34.0,67,22,4,2,2,8,Loyal
16735,0,6,4,1709.69,1012,69,427.4225,2.6,17.68246767058683,253.0,441,242,4,3,4,11,Champions
16738,1,205,1,3.75,3,1,3.75,0.0,0.0,3.0,3,205,1,1,1,3,Lost
16739,1,84,1,271.6,104,11,271.6,0.0,0.0,104.0,104,84,2,1,2,5,At Risk
16743,0,21,6,1720.42,1458,80,286.7366666666667,1.51875,9.815897691208722,243.0,404,266,4,4,4,12,Champions
16744,0,4,3,399.11,240,74,133.03666666666666,0.8152173913043478,5.714699280304222,80.0,98,81,4,3,2,9,Loyal
16745,0,6,16,4288.4800000000005,2325,140,268.03000000000003,0.7162629757785467,3.4078817773481216,145.3125,237,219,4,4,4,12,Champions
16746,0,8,12,4077.79,2197,169,339.81583333333333,0.8155339805825242,4.625762638734611,183.08333333333334,316,266,4,4,4,12,Champions
16748,0,125,3,910.2,492,27,303.40000000000003,3.515151515151515,16.29632092705515,164.0,260,242,2,3,3,8,Loyal
16750,0,29,3,416.12,138,44,138.70666666666668,2.391304347826087,14.258686648059014,46.0,75,140,3,3,2,8,Loyal
16752,1,280,1,207.5,54,9,207.5,0.0,0.0,54.0,54,280,1,1,1,3,Lost
16755,1,22,3,1328.79,794,128,442.93,1.2658227848101267,11.283502257901295,264.6666666666667,395,223,4,3,4,11,Champions
16756,1,122,1,239.4,106,13,239.4,0.0,0.0,106.0,106,122,2,1,2,5,At Risk
16757,1,226,1,106.83000000000001,81,7,106.83000000000001,0.0,0.0,81.0,81,226,1,1,1,3,Lost
16761,1,4,1,195.9,173,10,195.9,0.0,0.0,173.0,173,4,4,1,1,6,Potential
16762,0,52,1,314.15000000000003,143,13,314.15000000000003,0.0,0.0,143.0,143,52,3,1,2,6,Potential
16763,1,106,1,588.4499999999999,283,22,588.4499999999999,0.0,0.0,283.0,283,106,2,1,3,6,Potential
16764,0,7,4,782.5500000000001,363,110,195.63750000000002,0.2205128205128205,2.1122103885148964,90.75,111,51,4,3,3,10,Champions
16765,1,202,1,34.0,4,1,34.0,0.0,0.0,4.0,4,202,1,1,1,3,Lost
16766,1,181,2,1084.4,464,16,542.2,0.0,0.0,232.0,232,181,1,2,3,6,Potential
16767,0,1,7,3611.01,2360,120,515.8585714285715,1.3641975308641976,7.420599306830982,337.14285714285717,687,224,4,4,4,12,Champions
16768,0,11,2,286.49,88,40,143.245,4.0,25.922962793631438,44.0,47,179,4,2,2,8,Loyal
16769,1,168,1,361.54,80,33,361.54,0.0,0.0,80.0,80,168,1,1,2,4,At Risk
16770,0,144,4,649.38,365,82,162.345,1.3434343434343434,8.865389727682956,91.25,182,280,2,3,3,8,Loyal
16771,0,183,3,1629.07,942,152,543.0233333333333,0.36046511627906974,3.348781014835953,314.0,353,246,1,3,4,8,Loyal
16774,0,24,3,470.8,142,19,156.93333333333334,2.103448275862069,8.00153926078426,47.333333333333336,56,86,4,3,2,9,Loyal
16775,0,30,8,1174.55,283,65,146.81875,2.396039603960396,11.038187539556294,35.375,62,275,3,4,4,11,Champions
16777,0,165,1,173.52,48,35,173.52,0.0,0.0,48.0,48,165,1,1,1,3,Lost
16778,0,182,1,93.18,66,5,93.18,0.0,0.0,66.0,66,182,1,1,1,3,Lost
16779,0,14,15,5129.57,2558,125,341.9713333333333,1.1813953488372093,5.3712307285417005,170.53333333333333,268,274,4,4,4,12,Champions
16780,1,8,2,422.24,270,51,211.12,2.7241379310344827,20.746416391836163,135.0,171,167,4,2,2,8,Loyal
16781,1,280,1,311.25,113,17,311.25,0.0,0.0,113.0,113,280,1,1,2,4,At Risk
16782,0,46,9,1630.4,501,89,181.15555555555557,1.48,7.255379859990219,55.666666666666664,129,273,3,4,4,11,Champions
16788,1,31,2,594.39,304,138,297.195,0.891156462585034,10.804697894834428,152.0,181,162,3,2,3,8,Loyal
16791,0,30,5,791.87,335,111,158.374,1.4275862068965517,10.148032668936796,67.0,126,240,3,4,3,10,Champions
16792,1,190,2,110.38,44,11,55.19,0.0,0.0,22.0,43,190,1,2,1,4,At Risk
16794,0,16,4,552.89,455,97,138.2225,0.4827586206896552,4.1232798572991864,113.75,179,88,4,3,3,10,Champions
16795,1,273,1,414.88,239,64,414.88,0.0,0.0,239.0,239,273,1,1,2,4,At Risk
16801,1,71,4,1527.03,429,70,381.7575,1.5,9.025784660205137,107.25,201,181,3,3,4,10,Champions
16804,0,178,1,118.05,34,19,118.05,0.0,0.0,34.0,34,178,1,1,1,3,Lost
16805,1,81,2,397.11,281,90,198.555,2.0217391304347827,19.391840507307954,140.5,150,268,2,2,2,6,Potential
16806,1,11,4,762.16,356,68,190.54,1.4565217391304348,8.761069034421304,89.0,106,147,4,3,3,10,Champions
16807,1,50,3,1098.19,742,56,366.06333333333333,1.9692307692307693,11.25134607331667,247.33333333333334,299,178,3,3,3,9,Loyal
16808,1,7,2,261.22,164,21,130.61,8.333333333333334,38.18813079129867,82.0,116,182,4,2,2,8,Loyal
16809,0,44,3,470.69,371,61,156.89666666666668,1.3888888888888888,9.373275954667454,123.66666666666667,166,170,3,3,2,8,Loyal
16810,1,100,1,309.54,114,15,309.54,0.0,0.0,114.0,114,100,2,1,2,5,At Risk
16812,1,268,1,479.35,81,15,479.35,0.0,0.0,81.0,81,268,1,1,3,5,At Risk
16813,0,4,7,1072.68,803,197,153.24,0.3191489361702128,2.4316819944767833,114.71428571428571,147,112,4,4,3,11,Champions
16814,0,16,16,4544.15,1779,109,284.009375,1.0,4.54256762579498,111.1875,198,277,4,4,4,12,Champions
